386|114355.8002|1995-01-25|0
450|205447.4232|1995-03-05|0
577|46995.5294|1994-12-19|0
1637|243512.7981|1995-02-08|0
2883|61835.5512|1995-01-23|0
3844|4144.59|1994-12-29|0
4227|120474.4607|1995-02-24|0
4707|70091.3738|1995-02-27|0
5031|20587.35|1994-12-02|0
5188|30300.8184|1995-03-02|0
5312|76343.5905|1995-02-24|0
5347|149753.7212|1995-02-22|0
5636|84345.573|1995-02-16|0
5728|56604.04|1994-12-11|0
5765|97694.8959|1994-12-15|0
5985|6894.692|1995-01-12|0
6022|166150.0127|1995-02-13|0
6403|27428.8287|1995-02-12|0
6592|45865.3248|1994-12-02|0
7527|13068.3072|1994-12-12|0
7840|159275.4126|1995-01-09|0
9248|70712.3614|1994-12-24|0
9696|201502.2188|1995-02-20|0
10691|84419.802|1995-03-14|0
10916|241320.0814|1995-03-11|0
11073|7289.619|1994-12-02|0
12706|21677.2864|1994-11-21|0
12961|78376.205|1994-12-13|0
13924|3587.162|1994-12-20|0
15106|111825.3087|1995-01-28|0
15111|47951.0759|1994-12-18|0
15138|33617.088|1995-02-21|0
15462|106314.943|1995-02-27|0
16322|92848.1592|1994-12-20|0
17058|50390.4629|1995-01-02|0
19365|156543.6891|1995-01-17|0
19393|38193.8|1995-01-15|0
19780|87235.3936|1995-02-05|0
20453|169158.0061|1995-03-11|0
20641|189169.8966|1995-02-20|0
20805|112003.3584|1995-01-11|0
21061|46024.6182|1994-12-22|0
21475|119199.7444|1995-02-21|0
21760|61308.4875|1995-01-31|0
21956|254541.1285|1995-02-02|0
22276|266351.5562|1995-01-29|0
22433|149730.976|1995-03-04|0
24640|123648.556|1995-01-30|0
25027|54115.5747|1994-12-17|0
25188|144523.4766|1995-01-04|0
25603|142844.3432|1995-03-06|0
25669|161663.4805|1995-01-17|0
25858|97481.0997|1995-01-31|0
25926|26005.0986|1994-11-21|0
26432|35020.3198|1994-12-31|0
26723|102317.1376|1995-03-04|0
26848|149818.9645|1995-03-10|0
27361|30722.736|1995-01-23|0
27554|119576.7959|1995-03-11|0
27719|173895.1907|1995-02-14|0
28195|4723.1628|1994-12-21|0
28642|87419.6232|1995-01-19|0
28741|134921.0282|1995-03-01|0
28993|41619.3272|1995-03-10|0
29830|38191.77|1995-01-13|0
29953|133379.8908|1995-02-08|0
29958|74209.73|1995-01-07|0
30182|22516.0064|1995-01-09|0
30497|208566.6969|1995-02-07|0
30725|167017.7105|1994-12-29|0
30981|125248.7562|1995-02-16|0
31140|40285.035|1995-02-02|0
31747|158233.299|1995-02-03|0
32128|96799.6636|1995-01-22|0
32484|55427.3558|1995-02-05|0
32901|79789.8468|1995-01-11|0
32965|263768.3414|1995-02-25|0
33764|160334.361|1995-02-11|0
33794|116897.0058|1995-02-23|0
34724|40788.88|1994-12-28|0
34727|99510.6924|1995-03-14|0
35264|17482.4496|1995-03-14|0
35266|153107.1924|1995-01-11|0
35399|39727.4948|1995-01-22|0
35845|25511.5375|1995-01-07|0
36069|41060.382|1994-12-06|0
36999|52966.368|1994-12-13|0
37888|24056.2168|1994-12-23|0
38784|28136.315|1995-02-04|0
38882|16591.1616|1994-12-15|0
38947|31071.7|1994-11-30|0
40001|109384.0866|1995-02-25|0
40326|40802.386|1994-12-27|0
40612|177040.8647|1995-03-01|0
40835|8190.6336|1994-11-25|0
40962|163686.0684|1995-02-21|0
41895|33392.31|1995-01-11|0
42081|155730.3201|1995-01-11|0
43491|140776.6823|1995-03-09|0
44102|164655.8193|1995-01-14|0
44612|152829.9593|1995-03-14|0
45349|94730.5176|1995-02-12|0
45829|48328.245|1995-03-13|0
45959|78599.0592|1994-12-07|0
45991|90739.8036|1995-02-15|0
46341|72519.5571|1994-12-18|0
46402|48532.7175|1995-01-09|0
46528|93485.659|1994-12-07|0
46562|56968.6599|1995-02-13|0
46980|66360.1984|1995-01-18|0
47076|17918.1024|1995-01-08|0
47204|204478.5213|1995-03-13|0
47714|267010.5894|1995-03-11|0
47781|79949.3256|1995-01-29|0
47876|75050.7096|1994-12-26|0
49537|31834.8|1995-03-07|0
50693|17651.38|1995-01-17|0
50945|21476.8372|1995-01-08|0
51777|146508.12|1995-02-20|0
52199|65976.1078|1995-01-27|0
52482|42049.6872|1995-02-01|0
52640|81063.9358|1995-01-02|0
53634|19348.1152|1995-02-22|0
54787|73044.1068|1995-02-25|0
55875|34932.2372|1994-11-26|0
55906|46001.888|1994-11-27|0
56295|115110.7584|1995-02-24|0
56608|27573.5232|1994-11-19|0
56711|38817.5474|1995-02-07|0
57378|61575.588|1994-12-29|0
57987|53735.4972|1994-12-16|0
58880|39161.1832|1995-01-08|0
58981|55946.604|1995-02-01|0
59139|67005.4768|1995-01-30|0
59297|15527.6198|1994-12-10|0
59686|13575.16|1995-03-09|0
59843|195185.6655|1995-02-14|0
59874|116489.9056|1995-01-06|0
